contract_id,instr,code,exchange,product_type,contract_unit,price_tick,upper_limit_price,lower_limit_price,long_margin_rate,short_margin_rate,max_limit_order_volume,min_limit_order_volume,max_market_order_volume,min_market_order_volume,list_date,expire_date,underlying_type,underlying_symbol,exercise_date,exercise_price
65,OPT_CZCE_AP-202411-P-8500,AP411P8500,CZCE,Options,10,0.5,2530,1348,0,0,100,1,2,1,,2024-09-26,Futures,FUT_CZCE_AP-202411,2024-09-26,8500
66,OPT_CZCE_AP-202411-P-8600,AP411P8600,CZCE,Options,10,0.5,2630,1448,0,0,100,1,2,1,,2024-09-26,Futures,FUT_CZCE_AP-202411,2024-09-26,8600
67,OPT_CZCE_AP-202411-P-8700,AP411P8700,CZCE,Options,10,0.5,2730,1548,0,0,100,1,2,1,,2024-09-26,Futures,FUT_CZCE_AP-202411,2024-09-26,8700
68,OPT_CZCE_AP-202411-P-8800,AP411P8800,CZCE,Options,10,0.5,2830,1648,0,0,100,1,2,1,,2024-09-26,Futures,FUT_CZCE_AP-202411,2024-09-26,8800
69,OPT_CZCE_AP-202411-P-8900,AP411P8900,CZCE,Options,10,0.5,2930,1748,0,0,100,1,2,1,,2024-09-26,Futures,FUT_CZCE_AP-202411,2024-09-26,8900
70,FUT_CZCE_AP-202412,AP412,CZCE,Futures,10,1,7223,6029,0.1,0.1,1000,1,200,1,,2024-12-13,Unknown,,,0
71,OPT_CZCE_AP-202412-C-5700,AP412C5700,CZCE,Options,10,0.5,1548,354,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,5700
72,OPT_CZCE_AP-202412-C-5800,AP412C5800,CZCE,Options,10,0.5,1455.5,261.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,5800
73,OPT_CZCE_AP-202412-C-5900,AP412C5900,CZCE,Options,10,0.5,1365,171,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,5900
74,OPT_CZCE_AP-202412-C-6000,AP412C6000,CZCE,Options,10,0.5,1276.5,82.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6000
75,OPT_CZCE_AP-202412-C-6100,AP412C6100,CZCE,Options,10,0.5,1191,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6100
76,OPT_CZCE_AP-202412-C-6200,AP412C6200,CZCE,Options,10,0.5,1108.5,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6200
77,OPT_CZCE_AP-202412-C-6300,AP412C6300,CZCE,Options,10,0.5,1030,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6300
78,OPT_CZCE_AP-202412-C-6400,AP412C6400,CZCE,Options,10,0.5,955.5,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6400
79,OPT_CZCE_AP-202412-C-6500,AP412C6500,CZCE,Options,10,0.5,887.5,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6500
80,OPT_CZCE_AP-202412-C-6600,AP412C6600,CZCE,Options,10,0.5,829,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6600
81,OPT_CZCE_AP-202412-C-6700,AP412C6700,CZCE,Options,10,0.5,783.5,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6700
82,OPT_CZCE_AP-202412-C-6800,AP412C6800,CZCE,Options,10,0.5,750,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6800
83,OPT_CZCE_AP-202412-C-6900,AP412C6900,CZCE,Options,10,0.5,723,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6900
84,OPT_CZCE_AP-202412-C-7000,AP412C7000,CZCE,Options,10,0.5,700.5,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,7000
85,OPT_CZCE_AP-202412-C-7100,AP412C7100,CZCE,Options,10,0.5,683.5,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,7100
86,OPT_CZCE_AP-202412-C-7200,AP412C7200,CZCE,Options,10,0.5,669,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,7200
87,OPT_CZCE_AP-202412-C-7300,AP412C7300,CZCE,Options,10,0.5,656.5,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,7300
88,OPT_CZCE_AP-202412-C-7400,AP412C7400,CZCE,Options,10,0.5,647,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,7400
89,OPT_CZCE_AP-202412-C-7500,AP412C7500,CZCE,Options,10,0.5,638,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,7500
90,OPT_CZCE_AP-202412-C-7600,AP412C7600,CZCE,Options,10,0.5,632,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,7600
91,OPT_CZCE_AP-202412-C-7700,AP412C7700,CZCE,Options,10,0.5,626,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,7700
92,OPT_CZCE_AP-202412-P-5700,AP412P5700,CZCE,Options,10,0.5,625,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,5700
93,OPT_CZCE_AP-202412-P-5800,AP412P5800,CZCE,Options,10,0.5,632,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,5800
94,OPT_CZCE_AP-202412-P-5900,AP412P5900,CZCE,Options,10,0.5,641.5,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,5900
95,OPT_CZCE_AP-202412-P-6000,AP412P6000,CZCE,Options,10,0.5,652.5,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6000
96,OPT_CZCE_AP-202412-P-6100,AP412P6100,CZCE,Options,10,0.5,666.5,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6100
97,OPT_CZCE_AP-202412-P-6200,AP412P6200,CZCE,Options,10,0.5,684,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6200
98,OPT_CZCE_AP-202412-P-6300,AP412P6300,CZCE,Options,10,0.5,705,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6300
99,OPT_CZCE_AP-202412-P-6400,AP412P6400,CZCE,Options,10,0.5,730,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6400
100,OPT_CZCE_AP-202412-P-6500,AP412P6500,CZCE,Options,10,0.5,762,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6500
101,OPT_CZCE_AP-202412-P-6600,AP412P6600,CZCE,Options,10,0.5,803,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6600
102,OPT_CZCE_AP-202412-P-6700,AP412P6700,CZCE,Options,10,0.5,857.5,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6700
103,OPT_CZCE_AP-202412-P-6800,AP412P6800,CZCE,Options,10,0.5,923.5,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6800
104,OPT_CZCE_AP-202412-P-6900,AP412P6900,CZCE,Options,10,0.5,996,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,6900
105,OPT_CZCE_AP-202412-P-7000,AP412P7000,CZCE,Options,10,0.5,1073,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,7000
106,OPT_CZCE_AP-202412-P-7100,AP412P7100,CZCE,Options,10,0.5,1156,0.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,7100
107,OPT_CZCE_AP-202412-P-7200,AP412P7200,CZCE,Options,10,0.5,1241,47,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,7200
108,OPT_CZCE_AP-202412-P-7300,AP412P7300,CZCE,Options,10,0.5,1328,134,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,7300
109,OPT_CZCE_AP-202412-P-7400,AP412P7400,CZCE,Options,10,0.5,1418.5,224.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,7400
110,OPT_CZCE_AP-202412-P-7500,AP412P7500,CZCE,Options,10,0.5,1509.5,315.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,7500
111,OPT_CZCE_AP-202412-P-7600,AP412P7600,CZCE,Options,10,0.5,1603,409,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,7600
112,OPT_CZCE_AP-202412-P-7700,AP412P7700,CZCE,Options,10,0.5,1696.5,502.5,0,0,100,1,2,1,,2024-10-29,Futures,FUT_CZCE_AP-202412,2024-10-29,7700
113,FUT_CZCE_AP-202501,AP501,CZCE,Futures,10,1,7302,6096,0.1,0.1,1000,1,200,1,,2025-01-14,Unknown,,,0
114,OPT_CZCE_AP-202501-C-5700,AP501C5700,CZCE,Options,10,0.5,1623,417,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,5700
115,OPT_CZCE_AP-202501-C-5800,AP501C5800,CZCE,Options,10,0.5,1531,325,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,5800
116,OPT_CZCE_AP-202501-C-5900,AP501C5900,CZCE,Options,10,0.5,1441,235,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,5900
117,OPT_CZCE_AP-202501-C-6000,AP501C6000,CZCE,Options,10,0.5,1353,147,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,6000
118,OPT_CZCE_AP-202501-C-6100,AP501C6100,CZCE,Options,10,0.5,1269,63,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,6100
119,OPT_CZCE_AP-202501-C-6200,AP501C6200,CZCE,Options,10,0.5,1188.5,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,6200
120,OPT_CZCE_AP-202501-C-6300,AP501C6300,CZCE,Options,10,0.5,1112,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,6300
121,OPT_CZCE_AP-202501-C-6400,AP501C6400,CZCE,Options,10,0.5,1043.5,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,6400
122,OPT_CZCE_AP-202501-C-6500,AP501C6500,CZCE,Options,10,0.5,980.5,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,6500
123,OPT_CZCE_AP-202501-C-6600,AP501C6600,CZCE,Options,10,0.5,924,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,6600
124,OPT_CZCE_AP-202501-C-6700,AP501C6700,CZCE,Options,10,0.5,874,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,6700
125,OPT_CZCE_AP-202501-C-6800,AP501C6800,CZCE,Options,10,0.5,833,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,6800
126,OPT_CZCE_AP-202501-C-6900,AP501C6900,CZCE,Options,10,0.5,797.5,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,6900
127,OPT_CZCE_AP-202501-C-7000,AP501C7000,CZCE,Options,10,0.5,766.5,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,7000
128,OPT_CZCE_AP-202501-C-7100,AP501C7100,CZCE,Options,10,0.5,742,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,7100
129,OPT_CZCE_AP-202501-C-7200,AP501C7200,CZCE,Options,10,0.5,720.5,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,7200
130,OPT_CZCE_AP-202501-C-7300,AP501C7300,CZCE,Options,10,0.5,702.5,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,7300
131,OPT_CZCE_AP-202501-C-7400,AP501C7400,CZCE,Options,10,0.5,688,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,7400
132,OPT_CZCE_AP-202501-C-7500,AP501C7500,CZCE,Options,10,0.5,675,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,7500
133,OPT_CZCE_AP-202501-C-7600,AP501C7600,CZCE,Options,10,0.5,665,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,7600
134,OPT_CZCE_AP-202501-C-7700,AP501C7700,CZCE,Options,10,0.5,656,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,7700
135,OPT_CZCE_AP-202501-C-7800,AP501C7800,CZCE,Options,10,0.5,648.5,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,7800
136,OPT_CZCE_AP-202501-C-7900,AP501C7900,CZCE,Options,10,0.5,642.5,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,7900
137,OPT_CZCE_AP-202501-C-8000,AP501C8000,CZCE,Options,10,0.5,636.5,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,8000
138,OPT_CZCE_AP-202501-C-8100,AP501C8100,CZCE,Options,10,0.5,632.5,0.5,0,0,100,1,2,1,,2024-11-27,Futures,FUT_CZCE_AP-202501,2024-11-27,8100
